MoviesName,Stars_1,Stars_2,Stars_3,Stars_4,Votes,Genre_1,Genre_2,Genre_3,Gross,Certification,Popularity
The Golden Child,Eddie Murphy,J.L. Reate,Charles Dance,Charlotte Lewis,"57,668",Action,Adventure,Comedy,79.82,PG,nan
Kidnap,Halle Berry,Sage Correa,Chris McGinn,Lew Temple,"38,107",Action,Crime,Thriller,30.72,15,nan
Sanctum,Rhys Wakefield,Allison Cratchley,Christopher James Baker,Richard Roxburgh,"56,423",Action,Adventure,Drama,23.07,15,nan
Another 48 Hrs.,Eddie Murphy,Nick Nolte,Brion James,Kevin Tighe,"43,094",Action,Comedy,Crime,80.82,18,nan
Vertical Limit,cott Glenn,Chris O'Donnell,Bill Paxton,Robin Tunney,"63,244",Action,Adventure,Drama,69.24,12,nan
Domino,Keira Knightley,Mickey Rourke,Edgar Ramírez,Rizz Abbasi,"68,353",Action,Biography,Crime,10.17,15,nan
The Fan,Robert De Niro,Wesley Snipes,Ellen Barkin,John Leguizamo,"49,933",Action,Drama,Sport,18.57,15,nan
Red Tails,Cuba Gooding Jr.,Gerald McRaney,David Oyelowo,Andre Royo,"36,330",Action,Drama,History,49.88,12A,nan
Ride Along 2,Ice Cube,Kevin Hart,Tika Sumpter,Benjamin Bratt,"60,932",Action,Comedy,Crime,91.22,12A,nan
Gone,Amanda Seyfried,Jennifer Carpenter,Wes Bentley,Daniel Sunjata,"45,268",Action,Adventure,Mystery,11.65,15,nan
Passenger 57,Wesley Snipe,Bruce Payne,Tom Sizemore,Alex Datcher,"49,398",Action,Crime,Thriller,44.07,15,nan
3000 Miles to Graceland,Kurt Russell,Kevin Costner,Courteney Cox,Christian Slater,"47,760",Action,Comedy,Crime,15.74,18,nan
Undercover Brother,Eddie Griffin,Denise Richards,Aunjanue Ellis-Taylor,Chris Kattan,"35,614",Action,Comedy,nan,38.23,12,nan
Fatman,Mel Gibson,Walton Goggins,Marianne Jean-Baptiste,Chance Hurstfield,"27,782",Action,Adventure,Comedy,nan,15,nan
Fortress,Christopher Lambe,Loryn Locklin,Kurtwood Smith,Clifton Collins Jr.,"29,641",Action,Crime,Sci-Fi,6.74,15,nan
Men at Work,Charlie Sheen,Emilio Estevez,Leslie Hope,Keith David,"25,661",Action,Comedy,Crime,16.25,12,nan
Hard Rain,Morgan Freeman,Christian Slater,Randy Quaid,Minnie Driver,"36,370",Action,Crime,Drama,19.82,15,nan
The Double,Richard Gere,Topher Grace,Martin Sheen,Tamer Hassan,"31,014",Action,Crime,Drama,nan,12,nan
Tiger Zinda Hai,lman Khan,Katrina Kaif,Anupriya Goenka,Paresh Rawal,"31,017",Action,Adventure,Thriller,5.56,12A,nan
Ghosted,Chris Evan,Ana de Armas,Adrien Brody,Mike Moh,"40,112",Action,Adventure,Comedy,nan,12,45
The School for Good and Evil,Kit Young,Sophia Anne Caruso,Cate Blanchett,Liam Woon,"31,455",Action,Comedy,Drama,nan,12,754
2012,John Cusack,Thandiwe Newton,Chiwetel Ejiofor,Amanda Peet,"386,114",Action,Adventure,Sci-Fi,166.11,12A,905
Battleship,Alexander Skarsgård,Brooklyn Decker,Liam Neeson,Rihanna,"252,237",Action,Adventure,Sci-Fi,65.42,12A,983
Army of the Dead,Dave Bauti,Ella Purnell,Ana de la Reguera,Omari Hardwick,"178,360",Action,Crime,Drama,1.00,18,"1,020"
Mortal Kombat,Christopher Lambe,Robin Shou,Linden Ashby,Cary-Hiroyuki Tagawa,"121,010",Action,Adventure,Fantasy,70.45,15,"1,184"
Oldboy,Josh Brolin,Elizabeth Olsen,Samuel L. Jackson,Sharlto Copley,"78,217",Action,Drama,Mystery,2.19,18,"1,320"
Clash of the Titans,m Worthington,Liam Neeson,Ralph Fiennes,Jason Flemyng,"287,065",Action,Adventure,Fantasy,163.21,12A,"1,401"
Teenage Mutant Ninja Turtles,Megan Fox,Will Arnett,William Fichtner,Noel Fisher,"214,535",Action,Adventure,Comedy,191.20,12A,"1,648"
xXx,Vin Diesel,Asia Argento,Marton Csokas,Samuel L. Jackson,"182,937",Action,Adventure,Thriller,142.11,PG-13,"1,744"
The Man from Toronto,Kevin H,Woody Harrelson,Jasmine Mathews,Kaley Cuoco,"53,625",Action,Adventure,Comedy,nan,12,"1,871"
Species,Natasha Henstridge,Michael Madsen,Ben Kingsley,Alfred Molina,"82,350",Action,Horror,Sci-Fi,60.07,18,"1,904"
Cobra,ylvester Stallone,Brigitte Nielsen,Reni Santoni,Andrew Robinson,"76,435",Action,Crime,Thriller,49.04,18,"1,921"
Blade: Trinity,Wesley Snipe,Kris Kristofferson,Parker Posey,Ryan Reynolds,"182,570",Action,Horror,Sci-Fi,52.41,15,"2,120"
Noah,Russell Crowe,Jennifer Connelly,Anthony Hopkins,Emma Watson,"260,661",Action,Adventure,Drama,101.20,12A,"2,139"
Troll,Ine Marie Wilmann,Kim Falck,Mads Sjøgård Pettersen,Gard B. Eidsvold,"44,575",Action,Adventure,Drama,nan,12,"2,320"
Hollow Man,Kevin Bacon,Elisabeth Shue,Josh Brolin,Kim Dickens,"134,422",Action,Horror,Sci-Fi,73.21,18,"2,482"
Haywire,Gina Carano,Ewan McGregor,Michael Fassbender,Michael Angarano,"88,377",Action,Drama,Thriller,18.94,15,"2,530"
The League of Extraordinary Gentlemen,ean Connery,Stuart Townsend,Peta Wilson,Jason Flemyng,"179,634",Action,Adventure,Fantasy,66.47,12A,"2,581"
Journey to the Center of the Earth,Brendan Frase,Josh Hutcherson,Aníta Briem,Seth Meyers,"126,969",Action,Adventure,Family,101.70,PG,"2,713"
Cirque du Freak: The Vampire's Assistant,Chris Massogli,John C. Reilly,Salma Hayek,Josh Hutcherson,"47,250",Action,Adventure,Fantasy,14.05,12A,"2,758"
End of Days,Arnold Schwarzenegge,Gabriel Byrne,Robin Tunney,Kevin Pollak,"113,313",Action,Fantasy,Horror,66.89,18,"3,154"
Without Remorse,Michael B. Jordan,Jodie Turner-Smith,Jamie Bell,Guy Pearce,"61,064",Action,Thriller,War,nan,15,"3,171"
Lake Placid,Bridget Fond,Bill Pullman,Oliver Platt,Brendan Gleeson,"63,280",Action,Comedy,Horror,31.77,15,"3,202"
RoboCop 2,Peter Welle,Nancy Allen,Belinda Bauer,Dan O'Herlihy,"89,107",Action,Crime,Sci-Fi,45.68,18,"3,240"
The Host,oirse Ronan,Max Irons,Jake Abel,Diane Kruger,"116,799",Action,Adventure,Drama,26.63,12A,"3,302"
The Mortal Instruments: City of Bones,Lily Collin,Jamie Campbell Bower,Robert Sheehan,Jemima West,"136,344",Action,Adventure,Fantasy,31.17,12A,"3,304"
Extinction,Michael Peñ,Lizzy Caplan,Amelia Crouch,Erica Tremblay,"55,086",Action,Drama,Sci-Fi,nan,15,"3,305"
Pride and Prejudice and Zombies,Lily Jame,Sam Riley,Jack Huston,Bella Heathcote,"58,371",Action,Comedy,Fantasy,10.91,15,"3,429"
Wild Hogs,Tim Allen,Martin Lawrence,John Travolta,William H. Macy,"120,896",Action,Adventure,Comedy,168.27,12A,"3,639"
Over the Top,ylvester Stallone,Robert Loggia,Susan Blakely,Rick Zumwalt,"56,758",Action,Drama,Sport,16.06,PG,"3,699"
Morgan,Kate M,Anya Taylor-Joy,Rose Leslie,Michael Yare,"44,805",Action,Horror,Sci-Fi,3.91,15,"3,882"
Rambo III,ylvester Stallone,Richard Crenna,Marc de Jonge,Kurtwood Smith,"135,454",Action,Adventure,Thriller,53.72,18,"3,894"
Into the Storm,Richard Armitage,Sarah Wayne Callies,Matt Walsh,Max Deacon,"70,051",Action,Adventure,Drama,47.60,12A,"4,747"
Resident Evil: Afterlife,Milla Jovovich,Ali Larter,Wentworth Miller,Kim Coates,"175,149",Action,Horror,Sci-Fi,60.13,15,"4,848"
Skyscraper,Dwayne Johnson,Neve Campbell,Chin Han,Roland Møller,"126,681",Action,Adventure,Thriller,68.42,12A,"4,931"
Straw Dogs,James Marsden,Kate Bosworth,Alexander Skarsgård,James Woods,"35,157",Action,Drama,Thriller,10.32,18,nan
1941,John Belushi,Dan Aykroyd,Treat Williams,Nancy Allen,"35,005",Action,Comedy,War,31.76,A,nan
Around the World in 80 Days,Jackie Chan,Steve Coogan,Jim Broadbent,Kathy Bates,"92,213",Action,Adventure,Comedy,24.01,PG,nan
Sudden Death,Jean-Claude Van Damme,Powers Boothe,Raymond J. Barry,Whittni Wright,"35,819",Action,Crime,Thriller,20.35,18,nan
The Green Hornet,eth Rogen,Jay Chou,Christoph Waltz,Cameron Diaz,"162,515",Action,Comedy,Crime,98.78,12A,nan
Striking Distance,Bruce Willi,Sarah Jessica Parker,Dennis Farina,Tom Sizemore,"44,298",Action,Crime,Mystery,23.80,18,nan
The Gunman,ean Penn,Idris Elba,Jasmine Trinca,Javier Bardem,"42,320",Action,Adventure,Crime,10.64,15,nan
Reindeer Games,Ben Affleck,Gary Sinise,Charlize Theron,James Frain,"41,214",Action,Adventure,Crime,23.36,15,nan
Hard to Kill,even Seagal,Kelly LeBrock,William Sadler,Frederick Coffin,"31,265",Action,Crime,Drama,47.41,18,nan
Bulletproof,Damon Wayan,Adam Sandler,James Caan,Jeep Swenson,"39,244",Action,Comedy,Crime,21.16,18,nan
Air America,Mel Gibson,Robert Downey Jr.,Nancy Travis,Ken Jenkins,"29,621",Action,Comedy,War,31.05,15,nan
Cradle 2 the Grave,Jet Li,DMX,Mark Dacascos,Anthony Anderson,"45,792",Action,Crime,Drama,34.71,15,nan
Firewall,Harrison Ford,Virginia Madsen,Paul Bettany,Carly Schroeder,"58,712",Action,Crime,Thriller,48.75,12A,nan
Taxi 3,my Naceri,Frédéric Diefenthal,Bernard Farcy,Bai Ling,"44,206",Action,Comedy,Crime,0.50,15,nan
Samrat Prithviraj,Akshay Kum,Sanjay Dutt,Ashutosh Rana,Sonu Sood,"53,146",Action,Drama,History,nan,12A,nan
The Three Musketeers,Logan Lerman,Matthew Macfadyen,Ray Stevenson,Milla Jovovich,"109,838",Action,Adventure,Fantasy,20.38,12A,255
Murder Mystery 2,Adam Sandle,Jennifer Aniston,Mark Strong,Mélanie Laurent,"52,194",Action,Comedy,Crime,nan,12,323
The Matrix Resurrections,Keanu Reeve,Carrie-Anne Moss,Yahya Abdul-Mateen II,Jonathan Groff,"261,079",Action,Sci-Fi,nan,nan,15,488
Escape Room 2,Taylor Russell,Logan Miller,Deborah Ann Woll,Thomas Cocquerel,"51,628",Action,Adventure,Horror,25.19,15,847
G.I. Joe: Retaliation,Dwayne Johnson,Channing Tatum,Adrianne Palicki,Lee Byung-hun,"184,414",Action,Adventure,Sci-Fi,122.52,12A,924
Mulan,Liu Yifei,Donnie Yen,Gong Li,Jet Li,"152,710",Action,Adventure,Drama,nan,12A,985
Memory,Liam Neeson,Guy Pearce,Taj Atwal,Harold Torres,"30,211",Action,Crime,Thriller,nan,18,"1,022"
Mechanic: Resurrection,Jason Statham,Jessica Alba,Tommy Lee Jones,Michelle Yeoh,"88,476",Action,Adventure,Crime,21.22,15,"1,338"
G.I. Joe: The Rise of Cobra,Dennis Quaid,Channing Tatum,Marlon Wayans,Adewale Akinnuoye-Agbaje,"211,884",Action,Adventure,Sci-Fi,152.27,12A,"1,434"
Planet of the Apes,Mark Wahlberg,Helena Bonham Carter,Tim Roth,Michael Clarke Duncan,"223,592",Action,Adventure,Sci-Fi,180.01,12,"1,460"
X-Men: Dark Phoenix,James McAvoy,Michael Fassbender,Jennifer Lawrence,Nicholas Hoult,"194,412",Action,Adventure,Sci-Fi,65.85,12A,"1,746"
Samaritan,ylvester Stallone,Javon 'Wanna' Walton,Pilou Asbæk,Dascha Polanco,"50,227",Action,Drama,Fantasy,nan,12,"1,931"
Fantastic Four,Ioan Gruffudd,Michael Chiklis,Chris Evans,Jessica Alba,"335,932",Action,Adventure,Fantasy,154.70,PG,"2,070"
Bloodshot,Vin Diesel,Eiza González,Sam Heughan,Toby Kebbell,"81,108",Action,Adventure,Sci-Fi,12.56,12A,"2,084"
Freddy vs. Jason,Robert Englund,Ken Kirzinger,Kelly Rowland,Monica Keena,"122,829",Action,Horror,nan,82.62,18,"2,134"
Underworld: Blood Wars,Kate Beckinsale,Theo James,Tobias Menzies,Lara Pulver,"78,352",Action,Adventure,Fantasy,30.35,15,"2,216"
Allegiant,hailene Woodley,Theo James,Jeff Daniels,Naomi Watts,"127,505",Action,Adventure,Mystery,66.18,12A,"2,484"
Journey 2: The Mysterious Island,Josh Hutcherson,Dwayne Johnson,Michael Caine,Luis Guzmán,"107,902",Action,Adventure,Comedy,103.86,PG,"2,582"
Chaos Walking,Tom Holland,Daisy Ridley,Demián Bichir,David Oyelowo,"52,569",Action,Adventure,Fantasy,13.29,12A,"2,595"
Buffy the Vampire Slayer,Kristy Swanson,Donald Sutherland,Paul Reubens,Rutger Hauer,"46,939",Action,Comedy,Fantasy,16.62,12,"2,619"
Pan,Levi Mille,Hugh Jackman,Garrett Hedlund,Rooney Mara,"65,873",Action,Adventure,Comedy,35.09,PG,"2,627"
Hitman: Agent 47,Rupert Friend,Hannah Ware,Zachary Quinto,Ciarán Hinds,"93,275",Action,Crime,Thriller,22.47,15,"2,761"
Only God Forgives,Ryan Gosling,Kristin Scott Thomas,Vithaya Pansringarm,Gordon Brown,"115,052",Action,Crime,Drama,0.78,18,"2,763"
Lara Croft: Tomb Raider,Angelina Jolie,Jon Voight,Iain Glen,Noah Taylor,"213,739",Action,Adventure,Fantasy,131.14,15,"2,896"
Wrath of the Titans,m Worthington,Liam Neeson,Rosamund Pike,Ralph Fiennes,"192,194",Action,Adventure,Fantasy,83.67,12A,"3,889"
Fool's Gold,Matthew McConaughey,Kate Hudson,Donald Sutherland,Alexis Dziena,"82,064",Action,Adventure,Comedy,70.23,12A,"3,921"
Battle: Los Angeles,Aaron Eckh,Michelle Rodriguez,Bridget Moynahan,Ramón Rodríguez,"182,522",Action,Adventure,Sci-Fi,83.55,12A,"3,954"
Crocodile Dundee II,Paul Hogan,Linda Kozlowski,John Meillon,Ernie Dingo,"59,130",Action,Adventure,Comedy,109.31,PG,"4,363"
Gamer,Gerard Butle,Michael C. Hall,Ludacris,Amber Valletta,"137,319",Action,Sci-Fi,Thriller,20.49,18,"4,461"
The Darkest Minds,Amandla Stenberg,Mandy Moore,Bradley Whitford,Harris Dickinson,"33,962",Action,Adventure,Drama,12.70,12A,"4,486"
Escape from L.A.,Kurt Russell,Steve Buscemi,Stacy Keach,A.J. Langer,"77,579",Action,Adventure,Sci-Fi,25.48,15,"4,645"
Poseidon,Richard Dreyfu,Kurt Russell,Emmy Rossum,Josh Lucas,"107,319",Action,Adventure,Thriller,60.67,12A,"4,660"
The Do-Over,Adam Sandle,David Spade,Paula Patton,Kathryn Hahn,"48,873",Action,Adventure,Comedy,nan,15,"4,720"
Sabotage,Arnold Schwarzenegge,Sam Worthington,Terrence Howard,Olivia Williams,"64,867",Action,Crime,Drama,10.51,15,"4,782"
Gemini Man,Will Smith,Mary Elizabeth Winstead,Clive Owen,Benedict Wong,"116,683",Action,Sci-Fi,Thriller,48.55,12A,"4,950"
Cutthroat Island,Geena Davi,Matthew Modine,Frank Langella,Maury Chaykin,"29,320",Action,Adventure,Comedy,10.02,PG,nan
Cooties,Elijah Wood,Rainn Wilson,Alison Pill,Jack McBrayer,"27,171",Action,Comedy,Horror,0.06,15,nan
Priest,Paul Bettany,Cam Gigandet,Maggie Q,Karl Urban,"121,845",Action,Fantasy,Horror,29.14,12A,nan
Bullet to the Head,ylvester Stallone,Jason Momoa,Christian Slater,Sung Kang,"51,135",Action,Crime,Thriller,9.48,15,nan
Mighty Joe Young,Bill Paxton,Charlize Theron,Rade Serbedzija,Peter Firth,"29,964",Action,Adventure,Family,50.63,PG,nan
Race to Witch Mountain,Dwayne Johnson,Carla Gugino,AnnaSophia Robb,Alexander Ludwig,"61,372",Action,Adventure,Family,67.17,PG,nan
Hudson Hawk,Bruce Willi,Danny Aiello,Andie MacDowell,James Coburn,"58,187",Action,Adventure,Comedy,17.22,15,nan
Beckett,John David Washington,Boyd Holbrook,Vicky Krieps,Alicia Vikander,"27,253",Action,Crime,Drama,nan,15,nan
Close,Noomi Rapace,Olivia Jewson,Abdellatif Chaouqi,Sophie Nélisse,"25,925",Action,Drama,Thriller,nan,15,nan
Ben-Hur,Jack Huston,Toby Kebbell,Rodrigo Santoro,Nazanin Boniadi,"45,389",Action,Drama,Romance,26.41,12A,nan
Drillbit Taylor,Owen Wilson,Josh Peck,Alex Frost,Nate Hartley,"61,432",Action,Comedy,Crime,32.85,12A,nan
Red Planet,Val Kilme,Carrie-Anne Moss,Tom Sizemore,Benjamin Bratt,"59,038",Action,Sci-Fi,Thriller,18.00,12,nan
Money Train,Wesley Snipe,Woody Harrelson,Jennifer Lopez,Robert Blake,"42,089",Action,Comedy,Crime,35.32,18,nan
Nowhere to Run,Jean-Claude Van Damme,Rosanna Arquette,Kieran Culkin,Ted Levine,"25,240",Action,Drama,Romance,22.19,15,nan
Bandidas,Penélope Cruz,Salma Hayek,Steve Zahn,Dwight Yoakam,"36,366",Action,Comedy,Crime,nan,12A,nan
The Art of War,Wesley Snipe,Donald Sutherland,Maury Chaykin,Anne Archer,"30,413",Action,Adventure,Crime,30.21,18,nan
Armoured,Columbus Sho,Matt Dillon,Laurence Fishburne,Jean Reno,"31,327",Action,Crime,Thriller,15.99,12A,nan
The Meg,Jason Statham,Bingbing Li,Rainn Wilson,Cliff Curtis,"180,299",Action,Horror,Sci-Fi,143.01,12A,199
Jurassic World: Dominion,Chris P,Bryce Dallas Howard,Laura Dern,Sam Neill,"183,729",Action,Adventure,Sci-Fi,376.85,12A,294
Strange World,Jake Gyllenhaal,Jaboukie Young-White,Gabrielle Union,Dennis Quaid,"40,025",Animation,Action,Adventure,nan,PG,742
Transformers: Age of Extinction,Mark Wahlberg,Nicola Peltz Beckham,Jack Reynor,Stanley Tucci,"320,862",Action,Adventure,Sci-Fi,245.44,12A,884
Beast,Liyabuya Gongo,Martin Munro,Daniel Hadebe,Thapelo Sebogodi,"33,990",Action,Adventure,Drama,31.85,15,"1,128"
R.I.P.D.,Ryan Reynold,Jeff Bridges,Mary-Louise Parker,Kevin Bacon,"139,642",Action,Adventure,Comedy,33.62,12A,"1,524"
Men in Black: International,Chris Hemsworth,Tessa Thompson,Kumail Nanjiani,Rebecca Ferguson,"139,497",Action,Adventure,Comedy,80.00,12A,"1,588"
Last Seen Alive,Gerard Butle,Jaimie Alexander,Russell Hornsby,Ethan Embry,"25,360",Action,Mystery,Thriller,nan,15,"1,600"
Charlie's Angels,Cameron Diaz,Drew Barrymore,Lucy Liu,Bill Murray,"191,188",Action,Adventure,Comedy,125.31,15,"1,718"
Pixels,Adam Sandle,Kevin James,Michelle Monaghan,Peter Dinklage,"150,523",Action,Comedy,Fantasy,78.75,12A,"1,902"
The Pacifier,Vin Diesel,Brittany Snow,Max Thieriot,Brad Garrett,"97,576",Action,Comedy,Drama,113.09,PG,"2,142"
Spy Kids,Alexa PenaVeg,Daryl Sabara,Antonio Banderas,Carla Gugino,"121,745",Action,Adventure,Comedy,112.72,U,"2,143"
Hulk,Eric Ban,Jennifer Connelly,Sam Elliott,Josh Lucas,"272,669",Action,Sci-Fi,nan,132.18,12A,"2,191"
You Don't Mess with the Zohan,Adam Sandle,John Turturro,Emmanuelle Chriqui,Nick Swardson,"207,601",Action,Comedy,nan,100.02,12A,"2,475"
Alexander,Colin Farrell,Anthony Hopkins,Rosario Dawson,Angelina Jolie,"172,892",Action,Biography,Drama,34.30,15,"2,598"
Assassin's Creed,Michael Fassbende,Marion Cotillard,Jeremy Irons,Brendan Gleeson,"203,089",Action,Adventure,Sci-Fi,54.65,PG-13,"2,752"
The Dark Tower,Idris Elb,Matthew McConaughey,Tom Taylor,Dennis Haysbert,"141,942",Action,Adventure,Fantasy,50.70,12A,"3,066"
AVP: Alien vs. Predator,naa Lathan,Lance Henriksen,Raoul Bova,Ewen Bremner,"205,610",Action,Adventure,Horror,80.28,15,"3,068"
Pacific Rim: Uprising,John Boyeg,Scott Eastwood,Cailee Spaeny,Burn Gorman,"121,243",Action,Adventure,Fantasy,59.87,12A,"3,170"
Wild Card,Jason Statham,Michael Angarano,Dominik Garcia,Milo Ventimiglia,"57,742",Action,Crime,Drama,0.00,15,"3,208"
Judge Dredd,ylvester Stallone,Armand Assante,Rob Schneider,Jürgen Prochnow,"121,234",Action,Crime,Sci-Fi,34.69,15,"3,516"
Fantastic 4: Rise of the Silver Surfer,Ioan Gruffudd,Jessica Alba,Chris Evans,Michael Chiklis,"271,088",Action,Adventure,Fantasy,131.92,PG,"3,574"
Johnny Mnemonic,Keanu Reeve,Dolph Lundgren,Dina Meyer,Ice-T,"73,940",Action,Drama,Sci-Fi,19.08,15,"3,926"
The Specialist,ylvester Stallone,Sharon Stone,James Woods,Rod Steiger,"67,893",Action,Drama,Thriller,57.36,15,"4,005"
Machete Kills,Danny Trejo,Alexa PenaVega,Mel Gibson,Jessica Alba,"80,664",Action,Crime,Thriller,8.01,15,"4,016"
Timeline,Paul Walke,Gerard Butler,Billy Connolly,Frances O'Connor,"64,521",Action,Adventure,Sci-Fi,19.48,12A,"4,048"
The Ice Road,Liam Neeson,Marcus Thomas,Laurence Fishburne,Amber Midthunder,"43,921",Action,Adventure,Thriller,nan,12,"4,166"
Hold the Dark,Jeffrey Wrigh,Alexander Skarsgård,James Badge Dale,Riley Keough,"38,893",Action,Crime,Drama,nan,15,"4,171"
The Marksman,Katheryn Winnick,Liam Neeson,Teresa Ruiz,Juan Pablo Raba,"40,109",Action,Drama,Thriller,nan,12,"4,273"
Jolt,Kate Beckinsale,Jai Courtney,Stanley Tucci,Bobby Cannavale,"33,180",Action,Comedy,Crime,nan,15,"4,682"
Jay and Silent Bob Reboot,Joey Lauren Adam,Ben Affleck,Fred Armisen,Diedrich Bader,"27,140",Action,Adventure,Comedy,nan,15,"4,736"
Raw Deal,Arnold Schwarzenegge,Kathryn Harrold,Sam Wanamaker,Paul Shenar,"35,910",Action,Crime,Thriller,16.21,18,"4,863"
Double Impact,Jean-Claude Van Damme,Geoffrey Lewis,Alonna Shaw,Corinna Everson,"42,307",Action,Crime,nan,30.10,18,"4,879"
National Security,Martin Lawrence,Steve Zahn,Colm Feore,Bill Duke,"52,456",Action,Comedy,Crime,36.38,12A,nan
Brick Mansions,Paul Walke,David Belle,RZA,Goûchy Boy,"43,252",Action,Crime,Thriller,20.40,15,nan
Brahmastra Part One: Shiva,Amitabh Bachchan,Ranbir Kapoor,Alia Bhatt,Nagarjuna Akkineni,"108,548",Action,Adventure,Fantasy,nan,12A,nan
Chain Reaction,Keanu Reeve,Morgan Freeman,Rachel Weisz,Fred Ward,"54,056",Action,Drama,Sci-Fi,21.23,12,nan
The Skulls,Joshua Jackson,Paul Walker,Hill Harper,Leslie Bibb,"32,998",Action,Crime,Drama,35.05,15,nan
MacGruber,Will Forte,Kristen Wiig,Val Kilmer,Ryan Phillippe,"46,380",Action,Comedy,nan,8.46,15,nan
Survivor,Milla Jovovich,Pierce Brosnan,Dylan McDermott,Paddy Wallace,"34,673",Action,Crime,Thriller,nan,12A,nan
Bad Company,Anthony Hopkin,Chris Rock,Matthew Marsh,Gabriel Macht,"49,009",Action,Comedy,Thriller,30.16,12,nan
The Pink Panther 2,eve Martin,Jean Reno,Emily Mortimer,Andy Garcia,"46,663",Action,Adventure,Comedy,35.92,PG,nan
Sleepless,Jamie Foxx,Michelle Monaghan,Dermot Mulroney,Gabrielle Union,"33,403",Action,Thriller,nan,20.78,15,nan
Exit Wounds,even Seagal,DMX,Isaiah Washington,Anthony Anderson,"36,193",Action,Crime,Thriller,51.76,18,nan
Fire with Fire,Josh Duhamel,Bruce Willis,Rosario Dawson,Vincent D'Onofrio,"27,086",Action,Thriller,nan,nan,15,nan
12 Rounds,John Cen,Ashley Scott,Aidan Gillen,Steve Harris,"29,691",Action,Crime,Thriller,12.23,15,nan
The Quest,Jean-Claude Van Damme,Roger Moore,James Remar,Janet Gunn,"27,035",Action,Adventure,Drama,21.60,18,nan
The Contract,John Cusack,Morgan Freeman,Jamie Anderson,Alice Krige,"25,548",Action,Crime,Drama,nan,15,nan
Metro,Eddie Murphy,Michael Rapaport,Kim Miyori,Art Evans,"28,324",Action,Comedy,Crime,31.99,18,nan
Ek Tha Tiger,lman Khan,Katrina Kaif,Girish Karnad,Roshan Seth,"36,226",Action,Adventure,Romance,2.35,12A,nan
Bang Bang,Hrithik Roshan,Katrina Kaif,Pawan Malhotra,Danny Denzongpa,"25,065",Action,Adventure,Comedy,2.55,12A,nan
The Mother,Jennifer Lopez,Lucy Paez,Omari Hardwick,Joseph Fiennes,"28,717",Action,Thriller,nan,nan,15,13
Baywatch,Dwayne Johnson,Zac Efron,Alexandra Daddario,Priyanka Chopra Jonas,"193,454",Action,Comedy,Crime,58.06,15,414
Willy's Wonderland,Nicolas Cage,Emily Tosta,Beth Grant,Ric Reitz,"32,920",Action,Comedy,Horror,nan,15,"1,174"
The Scorpion King,Dwayne Johnson,Steven Brand,Michael Clarke Duncan,Kelly Hu,"141,894",Action,Adventure,Fantasy,91.05,12,"2,085"
The Core,Aaron Eckh,Hilary Swank,Delroy Lindo,Bruce Greenwood,"104,205",Action,Adventure,Sci-Fi,31.19,12A,"2,160"
The 355,Jessica Chastain,Penélope Cruz,Bingbing Fan,Diane Kruger,"33,046",Action,Thriller,nan,nan,12A,"2,254"
Your Highness,Danny McBride,Natalie Portman,James Franco,Rasmus Hardiker,"102,859",Action,Adventure,Comedy,21.60,15,"2,571"
George of the Jungle,Brendan Frase,Leslie Mann,Thomas Haden Church,Richard Roundtree,"81,644",Action,Adventure,Comedy,105.26,U,"2,626"
The Cloverfield Paradox,Gugu Mbatha-Raw,David Oyelowo,Daniel Brühl,John Ortiz,"108,871",Action,Adventure,Horror,nan,15,"2,731"
Green Lantern,Ryan Reynold,Blake Lively,Peter Sarsgaard,Mark Strong,"289,862",Action,Adventure,Sci-Fi,116.60,12A,"2,754"
Sweet Girl,Jason Momo,Isabela Merced,Manuel Garcia-Rulfo,Adria Arjona,"33,459",Action,Drama,Thriller,nan,15,"3,070"
Beverly Hills Cop III,Eddie Murphy,Jon Tenney,Joey Travolta,Eugene Collier,"84,223",Action,Comedy,Crime,42.61,15,"3,095"
Resident Evil: The Final Chapter,Milla Jovovich,Iain Glen,Ali Larter,Shawn Roberts,"97,373",Action,Horror,Sci-Fi,26.83,15,"3,479"
Snakes on a Plane,muel L. Jackson,Julianna Margulies,Nathan Phillips,Rachel Blanchard,"141,940",Action,Adventure,Crime,34.02,15,"3,553"
Seventh Son,Ben Barne,Julianne Moore,Jeff Bridges,Alicia Vikander,"78,987",Action,Adventure,Fantasy,17.22,12A,"3,649"
Volcano,Tommy Lee Jone,Anne Heche,Gaby Hoffmann,Don Cheadle,"79,011",Action,Drama,Sci-Fi,49.32,12,"3,658"
Eight Legged Freaks,David Arquette,Kari Wuhrer,Scott Terra,Scarlett Johansson,"58,761",Action,Adventure,Comedy,17.32,12,"4,120"
Virtuosity,Denzel Washington,Russell Crowe,Kelly Lynch,Stephen Spinella,"31,193",Action,Crime,Sci-Fi,24.05,15,"4,188"
The Bounty Hunter,Jennifer Aniston,Gerard Butler,Gio Perez,Joel Marsh Garland,"130,958",Action,Comedy,Romance,67.06,12A,"4,729"
Under Siege 2: Dark Territory,even Seagal,Eric Bogosian,Everett McGill,Katherine Heigl,"48,438",Action,Adventure,Thriller,50.02,18,"4,841"
Train to Busan Presents: Peninsula,Gang Dong-won,Lee Jung-hyun,Re Lee,Hae-hyo Kwon,"35,062",Action,Horror,Thriller,1.23,15,"4,883"
